Standard Drug Name	ID	Gene(s)	Source(s)	Source Drug Name	Show Drug Name	Family(ies)	Status	Pathology	Cancer(s)	target	marker
1-OCTADECANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE	497299.0	GPR119	GuideToPharmacologyInteractions	1-STEAROYL-LYSOPHOSPHATIDYLCHOLINE	1-OCTADECANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE	Other	EXPERIMENTAL	-	-		GPR119
ANTIDE	16130938.0	GNRHR	GuideToPharmacologyInteractions	ITURELIX	ANTIDE	Other	EXPERIMENTAL	-	-		GNRHR
2-(4-HYDROXY-5-PHENYL-1H-PYRAZOL-3-YL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE	135403661.0	F3|F7	DrugBank	2-(4-HYDROXY-5-PHENYL-1H-PYRAZOL-3-YL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE	2-(4-HYDROXY-5-PHENYL-1H-PYRAZOL-3-YL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE	Other	EXPERIMENTAL	-	-	F3|F7	
PERINDOPRIL ERBUMINE	441313.0	ACE	ChemblInteractions	PERINDOPRIL ERBUMINE	PERINDOPRIL ERBUMINE	Hydrolases_Inhibitor(KEGG)	APPROVED	Cardiology/Vascular disease	-		ACE
MFI2XG2PVK	71812247.0	AOC3	GuideToPharmacologyInteractions	PXS-4728A	MFI2XG2PVK	Other	EXPERIMENTAL	-	-		AOC3
TNP-470	369976.0	VWF|CDK2|METAP2|BAX	NCI	TNP-470	TNP-470	methionine aminopeptidase inhibitor(Cmap)	CLINICAL_TRIALS	-	CANCER	METAP2	VWF|CDK2|BAX
NVP-2	66937006.0	CDK9	GuideToPharmacologyInteractions	NVP-2	NVP-2	Other	EXPERIMENTAL	-	-		CDK9
DIFLUPREDNATE	443936.0	NR3C1	GuideToPharmacologyInteractions	DIFLUPREDNATE	DIFLUPREDNATE	glucocorticoid receptor agonist(Cmap)	APPROVED	Ophthalmology	-	NR3C1	
VADADUSTAT	23634441.0	EGLN1|EGLN2	TdgClinicalTrial	AKB-6548	VADADUSTAT	Other	CLINICAL_TRIALS	-	-		EGLN1|EGLN2
3DB8	24941248.0	PLK1	DrugBank	3-[3-CHLORO-5-(5-{[(1S)-1-PHENYLETHYL]AMINO}ISOXAZOLO[5,4-C]PYRIDIN-3-YL)PHENYL]PROPAN-1-OL	3DB8	Other	EXPERIMENTAL	-	-	PLK1	
SUMATRIPTAN SUCCINATE	59772.0	HTR1D|HTR1B	ChemblInteractions	SUMATRIPTAN SUCCINATE	SUMATRIPTAN SUCCINATE	Rhodopsin family_Agonist(KEGG)	APPROVED	Neurology | Pain management	-		HTR1D|HTR1B
RAC-DEVAZEPIDE	59751.0	CCKAR	GuideToPharmacologyInteractions	[3H]DEVAZEPIDE	RAC-DEVAZEPIDE	Other	EXPERIMENTAL	-	-		CCKAR
PLICERA	23581846.0	GC	ChemblInteractions	AFEGOSTAT TARTRATE	PLICERA	Other	EXPERIMENTAL	-	-		GC
ZSTK474	11647372.0	PIK3CD|MPL|PIK3R3|PIK3CB|PIK3CA|PIK3R1|PIK3CG|BRAF|JAK2|PTEN|PIK3R5|PIK3R2	ChemblInteractions	ZSTK-474	ZSTK474	Other	CLINICAL_TRIALS	-	CANCER	PIK3CD|PIK3CA	MPL|PIK3R3|PIK3CB|PIK3R1|PIK3CG|BRAF|JAK2|PTEN|PIK3R5|PIK3R2
AMBENONIUM CHLORIDE	8288.0	ACHE	ChemblInteractions	AMBENONIUM CHLORIDE	AMBENONIUM CHLORIDE	Hydrolases_Inhibitor(KEGG)	WITHDRAWN	-	-		ACHE
N,N`-BIS-ALKYL BUTYLIMMIDAZOLE 12B	139031070.0	AGTR1	GuideToPharmacologyInteractions	N,N`-BIS-ALKYL BUTYLIMMIDAZOLE 12B	N,N`-BIS-ALKYL BUTYLIMMIDAZOLE 12B	Other	EXPERIMENTAL	-	-		AGTR1
CARPHENAZINE	18104.0	DRD5|DRD1|DRD2	DrugBank	CARPHENAZINE	CARPHENAZINE	Other	EXPERIMENTAL	-	-	DRD5|DRD1|DRD2	
(+)-SULPIRIDE	643497.0	DRD3|DRD4|DRD2	GuideToPharmacologyInteractions	(+)-SULPIRIDE	(+)-SULPIRIDE	Other	EXPERIMENTAL	-	-		DRD3|DRD4|DRD2
13-ACETYLPHORBOL	499953.0	PRKCD	DrugBank	13-ACETYLPHORBOL	13-ACETYLPHORBOL	Other	EXPERIMENTAL	-	-	PRKCD	
BMS-181101	177836.0	HTR1B	GuideToPharmacologyInteractions	BMS 181,101	BMS-181101	Other	EXPERIMENTAL	-	-		HTR1B
AMIBEGRON HCL	121888.0	ADRB3	ChemblInteractions	AMIBEGRON HYDROCHLORIDE	AMIBEGRON HCL	Other	EXPERIMENTAL	-	-		ADRB3
CYPROHEPTADINE	2913.0	HTR6|HRH1|ADRA1B|ADRA1A|HTR2A|SERPINA3	GuideToPharmacologyInteractions	CYPROHEPTADINE	CYPROHEPTADINE	Rhodopsin family_Antagonist(KEGG), histamine receptor antagonist(Cmap)	APPROVED	Immunology/Infectious disease	-	HRH1|HTR2A	HTR6|ADRA1B|ADRA1A|SERPINA3
CRA_10656	447482.0	PRSS1	DrugBank	CRA_10656	CRA_10656	Other	EXPERIMENTAL	-	-	PRSS1	
RUTIN	5280805.0	PIK3CB|AFP|CXCL8|TNF|AKR1C3|CYP19A1|CYP1A1|MBP	NCI	BIOFLAVONOID	RUTIN	antioxidant(Cmap), capillary stabilizing agent(Cmap), nitric oxide scavenger(Cmap)	APPROVED	Nutraceutical	-	AKR1C3	PIK3CB|AFP|CXCL8|TNF|CYP19A1|CYP1A1|MBP
BESONPRODIL	156328.0	GRIN2B	TTD	BESONPRODIL	BESONPRODIL	Glutamate-gated cation channels_Antagonist(KEGG)	EXPERIMENTAL	-	-	GRIN2B	
PHENETHYLAMINE	1001.0	PRSS1|PRSS2	DrugBank	2-PHENYLETHYLAMINE	PHENETHYLAMINE	Other	EXPERIMENTAL	-	-	PRSS1|PRSS2	
CHEBI:90529	135566415.0	HSP90AA1	DrugBank	4-CHLORO-6-{5-[(2-MORPHOLIN-4-YLETHYL)AMINO]-1,2-BENZISOXAZOL-3-YL}BENZENE-1,3-DIOL	CHEBI:90529	Other	EXPERIMENTAL	-	-	HSP90AA1	
CHEMBL493986	24812717.0	KDR	DrugBank	3-(2-AMINOQUINAZOLIN-6-YL)-1-(3,3-DIMETHYLINDOLIN-6-YL)-4-METHYLPYRIDIN-2(1H)-ONE	CHEMBL493986	Other	EXPERIMENTAL	-	-	KDR	
7-ETHYL-10-HYDROXYCAMPTOTHECIN	104842.0	UGT1A8|UGT1A10|UGT1A9|UGT1A7|UGT1A6|UGT1A5|UGT1A4|UGT1A3|UGT1A1|MROH2A|TOP1MT|TOP1|BLM|CRTC3|FANCI|IDH2|NR2F2|PCSK6|ARID4B|FH|ADHFE1|BRCA2|BRIP1|C9orf96|CASP10|CHL1|CSMD3|CTNNB1|DST|EP300|EPHB1|FAM123B|FGFR1|HDLBP|HUNK|JARID2|KALRN|KDM5A|KDM6A|LRP1|MECOM|MTUS2|NCAPD3|NOTCH3|OBSCN|PDE4DIP|PIP5K1B|PIP5K1C|REL|RELA|RXRA|SACS|SMURF1|STAT6|TIE1|TRIO|TRRAP|TTK|UNC13C|ADAMTS19|ARFGEF1|ARHGAP29|ATP10A|BRSK2|CDH2|CDK4|CYP17A1|DICER1|E2F1|EPHA7|ERBB4|FLI1|HOXD13|HSPB1|LIFR|MYH1|PAX8|PPARGC1A|PRKD1|RASA3|RHOA|SPEG|TEX14|TNIK|TP63	PharmGKB	SN-38	7-ETHYL-10-HYDROXYCAMPTOTHECIN	Other	CLINICAL_TRIALS	-	-	TOP1	UGT1A8|UGT1A10|UGT1A9|UGT1A7|UGT1A6|UGT1A5|UGT1A4|UGT1A3|UGT1A1|MROH2A|TOP1MT|BLM|CRTC3|FANCI|IDH2|NR2F2|PCSK6|ARID4B|FH|ADHFE1|BRCA2|BRIP1|C9orf96|CASP10|CHL1|CSMD3|CTNNB1|DST|EP300|EPHB1|FAM123B|FGFR1|HDLBP|HUNK|JARID2|KALRN|KDM5A|KDM6A|LRP1|MECOM|MTUS2|NCAPD3|NOTCH3|OBSCN|PDE4DIP|PIP5K1B|PIP5K1C|REL|RELA|RXRA|SACS|SMURF1|STAT6|TIE1|TRIO|TRRAP|TTK|UNC13C|ADAMTS19|ARFGEF1|ARHGAP29|ATP10A|BRSK2|CDH2|CDK4|CYP17A1|DICER1|E2F1|EPHA7|ERBB4|FLI1|HOXD13|HSPB1|LIFR|MYH1|PAX8|PPARGC1A|PRKD1|RASA3|RHOA|SPEG|TEX14|TNIK|TP63
LINOLEIC ACID	5280450.0	TRPM8|PPARG|FFAR4|FFAR1|HNF4A|KCNB1	GuideToPharmacologyInteractions	LINOLEIC ACID	LINOLEIC ACID	Other	APPROVED	Nutraceutical	CLINICAL CANCER		TRPM8|PPARG|FFAR4|FFAR1|HNF4A|KCNB1
SURAMIN	5361.0	PLA2G2A|NTRK1|RYR2|FSHR|PIK3CB|P2RY13|P2RY1|PIK3CA|CCNA2|SIRT5|F2|FOLH1|P2RY2|P2RY6|ST14|DDIT3|IFNG|SPINT1|MC2R|P2RY11|RYR1	DrugBank	SURAMIN	SURAMIN	DNA synthesis inhibitor(Cmap)	CLINICAL_TRIALS	-	-	PLA2G2A|FSHR|SIRT5|F2|P2RY2|RYR1	NTRK1|RYR2|PIK3CB|P2RY13|P2RY1|PIK3CA|CCNA2|FOLH1|P2RY6|ST14|DDIT3|IFNG|SPINT1|MC2R|P2RY11
EICOSAPENTAENOIC ACID	446284.0	PTGS2|SLC8A1|ACSL3|PPARG|PPARD|PTGS1|FADS1|TRPV1|FFAR1|ACSL4	DrugBank	ICOSAPENT	ICOSAPENT	Other	APPROVED	Cardiology/Vascular disease	-	PTGS2|SLC8A1|ACSL3|PPARG|PPARD|PTGS1|FADS1|TRPV1|FFAR1|ACSL4	
HEXOBARBITAL	3608.0	GABRA2|GABRA4|GRIA2|GABRA6|GABRA1|GRIK2|CYP2C19|GABRA5|CHRNA7|CHRNA4|GABRA3	DrugBank	HEXOBARBITAL	HEXOBARBITAL	Cys-loop superfamily_Agonist(KEGG)	EXPERIMENTAL	-	-	GABRA2|GABRA4|GRIA2|GABRA6|GABRA1|GRIK2|GABRA5|CHRNA7|CHRNA4|GABRA3	CYP2C19
OXOTREMORINE	4630.0	CHRM3|CHRM2|CHRM4|CHRM1	GuideToPharmacologyInteractions	OXOTREMORINE	OXOTREMORINE	Other	EXPERIMENTAL	-	-		CHRM3|CHRM2|CHRM4|CHRM1
SODIUM NITRITE	23668193.0	G6PD	FDA	SODIUM NITRITE	SODIUM NITRITE	Other	APPROVED	Pharmacology/Toxicology	-		G6PD
BUCLIZINE	6729.0	HRH1|CHRM1	TdgClinicalTrial	BUCLIZINE	BUCLIZINE	histamine receptor antagonist(Cmap)	WITHDRAWN	-	-	HRH1|CHRM1	
BALANOL	5287736.0	PRKCZ|PRKCE|PRKCD|GRK7|GRK4|GRK6|CSRP2|GRK1|PRKCH|PRKCB|PRKCA|PRKACA|PRKCG	GuideToPharmacologyInteractions	BALANOL	BALANOL	Other	EXPERIMENTAL	-	-	PRKACA	PRKCZ|PRKCE|PRKCD|GRK7|GRK4|GRK6|CSRP2|GRK1|PRKCH|PRKCB|PRKCA|PRKCG
DIHYDROERGOTAMINE	10531.0	HTR1D|HTR1F|HTR1B|HTR1E|DRD2|SERPINA3	TEND	DIHYDROERGOTAMINE	DIHYDROERGOTAMINE	Rhodopsin family_Agonist/Antagonist(KEGG), Rhodopsin family_Agonist(KEGG), serotonin receptor agonist(Cmap)	APPROVED	Neurology | Pain management	-	HTR1D|DRD2	HTR1F|HTR1B|HTR1E|SERPINA3
L-NORFENFLURAMINE	12895728.0	HTR2B	GuideToPharmacologyInteractions	(-)-NORFENFLURAMINE	L-NORFENFLURAMINE	Other	EXPERIMENTAL	-	-		HTR2B
TARANABANT	11226090.0	CNR1	GuideToPharmacologyInteractions	TARANABANT	TARANABANT	Rhodopsin family_Inverse agonist(KEGG), cannabinoid receptor inverse agonist(Cmap)	CLINICAL_TRIALS	-	-	CNR1	
N-CYCLOHEXYLFORMAMIDE	13017.0	ADH4|ADH1C	DrugBank	CYCLOHEXYLFORMAMIDE	N-CYCLOHEXYLFORMAMIDE	Other	EXPERIMENTAL	-	-	ADH4|ADH1C	
6093-71-6	5289613.0	MIF	DrugBank	7-HYDROXY-2-OXO-CHROMENE-3-CARBOXYLIC ACID ETHYL ESTER	6093-71-6	Other	EXPERIMENTAL	-	-	MIF	
COBIPROSTONE	16757521.0	CLCN2	ChemblInteractions	COBIPROSTONE	COBIPROSTONE	Other	CLINICAL_TRIALS	-	-		CLCN2
[1-(6-{6-[(1-METHYLETHYL)AMINO]-1H-INDAZOL-1-YL}PYRAZIN-2-YL)-1H-PYRROL-3-YL]ACETIC ACID	16224058.0	CSNK2A2	DrugBank	[1-(6-{6-[(1-METHYLETHYL)AMINO]-1H-INDAZOL-1-YL}PYRAZIN-2-YL)-1H-PYRROL-3-YL]ACETIC ACID	[1-(6-{6-[(1-METHYLETHYL)AMINO]-1H-INDAZOL-1-YL}PYRAZIN-2-YL)-1H-PYRROL-3-YL]ACETIC ACID	Other	EXPERIMENTAL	-	-	CSNK2A2	
NALBUPHINE HYDROCHLORIDE	5360733.0	OPRD1|OPRM1|OPRK1	ChemblInteractions	NALBUPHINE HYDROCHLORIDE	NALBUPHINE HYDROCHLORIDE	Rhodopsin family_Antagonist(KEGG), Rhodopsin family_Agonist(KEGG)	APPROVED	Pain management	-		OPRD1|OPRM1|OPRK1
OZANIMOD	52938427.0	S1PR1|S1PR3|S1PR4|S1PR2	GuideToPharmacologyInteractions	OZANIMOD	OZANIMOD	sphingosine 1 phosphate receptor agonist(Cmap)	CLINICAL_TRIALS	-	-		S1PR1|S1PR3|S1PR4|S1PR2
METHAMPHETAMINE	10836.0	ADRA2B|DRD3|ADRA2C|SLC6A3|ADRA1B|DTNBP1|TAAR1|SLC18A1|ADRA1A|ADRA2A|SLC18A2|DRD2|SLC6A2|SLC6A4|PICK1|MAOA|MAOB	TdgClinicalTrial	METHAMPHETAMINE	METHAMPHETAMINE	Other	APPROVED	Psychiatry/Psychology	-	ADRA2B|ADRA2C|SLC6A3|ADRA1B|TAAR1|SLC18A1|ADRA1A|ADRA2A|SLC18A2|DRD2|SLC6A2|SLC6A4|MAOA|MAOB	DRD3|DTNBP1|PICK1
1312445-63-8	66577015.0	PIK3CD|PIK3R3|PIK3R4|PIK3CB|PIK3CA|PIK3R1|PIK3CG|PIK3R6|PIK3R5|PIK3R2	MyCancerGenomeClinicalTrial	BUPARLISIB HYDROCHLORIDE	1312445-63-8	Other	CLINICAL_TRIALS	-	CANCER		PIK3CD|PIK3R3|PIK3R4|PIK3CB|PIK3CA|PIK3R1|PIK3CG|PIK3R6|PIK3R5|PIK3R2
2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE	6852165.0	PIK3CD|PIK3CG	DrugBank	2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE	2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE	Other	EXPERIMENTAL	-	-	PIK3CD|PIK3CG	
ELUXADOLINE	11250029.0	OPRD1|OPRM1|OPRK1	DrugBank	ELUXADOLINE	ELUXADOLINE	Rhodopsin family_Agonist(KEGG), Rhodopsin family_Antagonist(KEGG), opioid receptor modulator(Cmap)	APPROVED	Gastroenterology	-	OPRD1|OPRM1|OPRK1	
IPSAPIRONE	56971.0	HTR1A	GuideToPharmacologyInteractions	IPSAPIRONE	IPSAPIRONE	serotonin receptor agonist(Cmap)	EXPERIMENTAL	-	-		HTR1A
7081-40-5	71177.0	CHRM1|HTR2C	ChemblInteractions	METHIXENE HYDROCHLORIDE	7081-40-5	Other	WITHDRAWN	-	-		CHRM1|HTR2C
4-AMINOPYRIDINE	1727.0	KCNQ4|KCNC4|KCNA10|KCNA2|KCNA3|KCND3|KCNH1|KCNF1|KCNS3|KCNG3|KCNH7|KCNJ13|KCNH8|KCNQ5|KCND2|KCNB2|KCNS2|KCNV1|KCNQ3|KCNV2|KCNQ1|KCNC1|KCNA4|KCNJ5|KCNA6|KCNA1|KCNA5|KCNH3|KCNC2|KCNH5|KCNH4|KCNH6|KCNG2|KCNA7|KCNC3|KCNS1|KCNB1|KCNG1|KCNQ2|ERG|KCND1	ChemblInteractions	DALFAMPRIDINE	FAMPRIDINE	Other	APPROVED	Neurology	-	KCNA10|KCNA2|KCNA3|KCND3|KCND2|KCNB2|KCNC1|KCNA4|KCNJ5|KCNA6|KCNA1|KCNA5|KCNC2|KCNA7|KCNC3|KCNB1|KCND1	KCNQ4|KCNC4|KCNH1|KCNF1|KCNS3|KCNG3|KCNH7|KCNJ13|KCNH8|KCNQ5|KCNS2|KCNV1|KCNQ3|KCNV2|KCNQ1|KCNH3|KCNH5|KCNH4|KCNH6|KCNG2|KCNS1|KCNG1|KCNQ2|ERG
OZAGREL	5282440.0	MAPK14	TTD	GSK610677	OZAGREL	Isomerases_Inhibitor(KEGG), thromboxane synthase inhibitor(Cmap)	CLINICAL_TRIALS	-	CANCER	MAPK14	
LENVATINIB MESYLATE	11237762.0	KDR|FLT4|FLT1	ChemblInteractions	LENVATINIB MESYLATE	LENVATINIB MESYLATE	Receptor tyrosine kinase_Inhibitor(KEGG)	APPROVED	Oncology	THYROID		KDR|FLT4|FLT1
CITRIC ACID	311.0	UCK2|CTDSP1|CPB1|PDE5A|LSM6|BHMT|GNMT|MDH2|AKR1B1|C8G|PKD2L1|PLEKHA1|CS|TNFSF13B|ANG|RNASE1|RNASE3|APRT|HS3ST3A1|HGS|IL4I1|ITPA|SRC|MIF	DrugBank	CITRIC ACID	CITRIC ACID	Other	APPROVED	Nephrology/Urology	-	UCK2|CTDSP1|CPB1|PDE5A|LSM6|BHMT|GNMT|MDH2|AKR1B1|C8G|PLEKHA1|CS|TNFSF13B|ANG|RNASE1|RNASE3|APRT|HS3ST3A1|HGS|IL4I1|ITPA|SRC|MIF	PKD2L1
GTPL9470	124221650.0	P2RY14	GuideToPharmacologyInteractions	MRS4174	GTPL9470	Other	EXPERIMENTAL	-	-		P2RY14
LY2801653	44603533.0	MET	ChemblInteractions	MERESTINIB	LY2801653	MET inhibitor(Cmap)	CLINICAL_TRIALS	-	-		MET
CHEMBL176602	9543420.0	MMP3	DrugBank	N-[[2-METHYL-4-HYDROXYCARBAMOYL]BUT-4-YL-N]-BENZYL-P-[PHENYL]-P-[METHYL]PHOSPHINAMID	CHEMBL176602	Other	EXPERIMENTAL	-	-	MMP3	
MF101	114829.0	ESR2	DrugBank	MF101	MF101	Other	CLINICAL_TRIALS	-	-	ESR2	
ORPHENADRINE CITRATE	83823.0	SCN3A|SCN2A|SCN1A|SCN9A|SCN7A|HRH1|SCN5A|SCN10A|SCN11A|NAT1|GRIN3A|GRIN1|GRIN2B|SCN8A|GRIN2A|SCN4A|GRIN2C|GRIN3B|GRIN2D	ChemblInteractions	ORPHENADRINE CITRATE	ORPHENADRINE CITRATE	Rhodopsin family_Antagonist(KEGG)	APPROVED	Pain management | Musculoskeletal	-		SCN3A|SCN2A|SCN1A|SCN9A|SCN7A|HRH1|SCN5A|SCN10A|SCN11A|NAT1|GRIN3A|GRIN1|GRIN2B|SCN8A|GRIN2A|SCN4A|GRIN2C|GRIN3B|GRIN2D
SB220025	5164.0	MAPK14|MAPK1	DrugBank	SB220025	SB220025	Other	EXPERIMENTAL	-	-	MAPK14|MAPK1	
GEMCITABINE	60750.0	MTHFR|CDA|CMPK1|RRM2|BAZ2B|IDH1|CIP2A|PIK3CA|KDR|CAMK4|SLC29A1|IL17F|NRG1|RRM2B|CDKN2A|DAPK1|FANCC|PTEN|BTRC|HRAS|RRM1|WEE1|MS4A2|CBL|UBASH3B|CHEK1|DCP1B|PRB2|KRAS|AKT1|WWOX|TP53|ERBB2|BRCA1|TYMS|ENOSF1|SMAD4|XRCC1|SRC|TGM2|ATRX|BCL11A|FOS|LTK|MYC|NOTCH3|PKHD1|TOP2A|TRIP11|UNC13C|ABL2|ACACB|LATS1|PER1|TMEM200A	PharmGKB	GEMCITABINE	GEMCITABINE	Oxidoreductases_Inhibitor(KEGG), ribonucleotide reductase inhibitor(Cmap)	APPROVED	Oncology	LUNG|PANCREAS	CMPK1|RRM2|RRM2B|RRM1|TYMS	MTHFR|CDA|BAZ2B|IDH1|CIP2A|PIK3CA|KDR|CAMK4|SLC29A1|IL17F|NRG1|CDKN2A|DAPK1|FANCC|PTEN|BTRC|HRAS|WEE1|MS4A2|CBL|UBASH3B|CHEK1|DCP1B|PRB2|KRAS|AKT1|WWOX|TP53|ERBB2|BRCA1|ENOSF1|SMAD4|XRCC1|SRC|TGM2|ATRX|BCL11A|FOS|LTK|MYC|NOTCH3|PKHD1|TOP2A|TRIP11|UNC13C|ABL2|ACACB|LATS1|PER1|TMEM200A
CCPA	123807.0	ADORA3|ADORA1|ADORA2B|ADORA2A	GuideToPharmacologyInteractions	CCPA	CCPA	Other	EXPERIMENTAL	-	-		ADORA3|ADORA1|ADORA2B|ADORA2A
ATRASENTAN HYDROCHLORIDE	159595.0	EDNRA	ChemblInteractions	ATRASENTAN HYDROCHLORIDE	ATRASENTAN HYDROCHLORIDE	Rhodopsin family_Antagonist(KEGG)	CLINICAL_TRIALS	-	CANCER		EDNRA
SB-269970	6604889.0	SERPINA3	GuideToPharmacologyInteractions	[3H]SB269970	SB-269970	serotonin receptor antagonist(Cmap)	EXPERIMENTAL	-	-		SERPINA3
DRAFLAZINE	60849.0	SLC29A1	GuideToPharmacologyInteractions	DRAFLAZINE	DRAFLAZINE	Other	EXPERIMENTAL	-	-		SLC29A1
VERUBECESTAT	51352361.0	BACE1|BACE2	DrugBank	MK-8931	VERUBECESTAT	Hydrolases_Inhibitor(KEGG)	CLINICAL_TRIALS	-	-	BACE1	BACE2
CHEMBL500724	24861080.0	EPHB4	DrugBank	3-({4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL}AMINO)BENZAMIDE	CHEMBL500724	Other	EXPERIMENTAL	-	-	EPHB4	
NTE-2	91801117.0	IDE	GuideToPharmacologyInteractions	NTE-2	NTE-2	Other	EXPERIMENTAL	-	-		IDE
BARBITURIC ACID	6211.0	GABRA1	TTD	BARBITURIC ACID	BARBITURIC ACID	Other	CLINICAL_TRIALS	-	-	GABRA1	
198474-05-4	23063810.0	IDO1	GuideToPharmacologyInteractions	PF-06840003	198474-05-4	Other	CLINICAL_TRIALS	-	CANCER		IDO1
RP-6530	86291103.0	PIK3CD|PIK3CG	ChemblInteractions	RP-6530	RP-6530	Other	EXPERIMENTAL	-	-		PIK3CD|PIK3CG
GSK1070916	46885626.0	AURKB|AURKC|AURKA|ARFGAP1|GNAS|MLL2	MyCancerGenome	GSK1070916	GSK1070916	Aurora kinase inhibitor(Cmap)	CLINICAL_TRIALS	-	CANCER	AURKB|AURKC	AURKA|ARFGAP1|GNAS|MLL2
SMR000449312	23581811.0	CD40	ChemblInteractions	DACETUZUMAB	SMR000449312	Other	CLINICAL_TRIALS	-	CANCER	CD40	
CASIMIROIN	124075.0	NQO2	DrugBank	6-METHOXY-9-METHYL[1,3]DIOXOLO[4,5-H]QUINOLIN-8(9H)-ONE	CASIMIROIN	Other	EXPERIMENTAL	-	-	NQO2	
DIPYRONE	522325.0	PTGS1	DrugBank	METAMIZOLE	DIPYRONE	Other	WITHDRAWN	-	-	PTGS1	
PRC	4327.0	ABL1	DrugBank	N-[4-METHYL-3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-3-PYRIDINECARBOXAMIDE	PRC	Other	EXPERIMENTAL	-	-	ABL1	
2-HYDROXYDODECANOIC ACID	97783.0	GPR84	GuideToPharmacologyInteractions	2-HYDROXYLAURIC ACID	2-HYDROXYDODECANOIC ACID	Other	EXPERIMENTAL	-	-		GPR84
FLUOCINOLONE ACETONIDE	6215.0	PLA2G4A|NR3C1|TNF|SERPINA6	TEND	FLUOCINOLONE ACETONIDE	FLUOCINOLONE ACETONIDE	Estrogen like receptors_Agonist(KEGG)	APPROVED	Dental/Maxillofacial surgery	-	PLA2G4A|NR3C1|SERPINA6	TNF
DIPHENOXYLATE HYDROCHLORIDE	6432394.0	OPRM1	ChemblInteractions	DIPHENOXYLATE HYDROCHLORIDE	DIPHENOXYLATE HYDROCHLORIDE	Rhodopsin family_Agonist(KEGG)	APPROVED	Gastroenterology	-		OPRM1
CHEMBL7390	445018.0	MMP3	DrugBank	1-BENZYL-3-(4-METHOXY-BENZENESULFONYL)-6-OXO-HEXAHYDRO-PYRIMIDINE-4-CARBOXYLIC ACID HYDROXYAMIDE	CHEMBL7390	Other	EXPERIMENTAL	-	-	MMP3	
FBPASE-1 INHIBITOR	6102820.0	FBP1	DrugBank	2,5-DICHLORO-N-(5-CHLORO-1,3-BENZOXAZOL-2-YL)BENZENESULFONAMIDE	FBPASE-1 INHIBITOR	Other	EXPERIMENTAL	-	-	FBP1	
CHEMBL252967	447872.0	MAPK10	DrugBank	CYCLOPROPYL-{4-[5-(3,4-DICHLOROPHENYL)-2-[(1-METHYL)-PIPERIDIN]-4-YL-3-PROPYL-3H-IMIDAZOL-4-YL]-PYRIMIDIN-2-YL}AMINE	CHEMBL252967	Other	EXPERIMENTAL	-	-	MAPK10	
FISPEMIFENE	9954033.0	ESR1|ESR2	TdgClinicalTrial	FISPEMIFENE	FISPEMIFENE	Estrogen like receptors_Agonist/Antagonist(KEGG)	CLINICAL_TRIALS	-	-		ESR1|ESR2
N-{(3R,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(3-CHLOROBENZYL)ETHANE-1,2-DIAMINE	25021186.0	NOS3|NOS1	DrugBank	N-{(3R,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(3-CHLOROBENZYL)ETHANE-1,2-DIAMINE	N-{(3R,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(3-CHLOROBENZYL)ETHANE-1,2-DIAMINE	Other	EXPERIMENTAL	-	-	NOS3|NOS1	
ULIMORELIN HYDROCHLORIDE	56841653.0	GHSR	ChemblInteractions	ULIMORELIN HYDROCHLORIDE	ULIMORELIN HYDROCHLORIDE	Rhodopsin family_Agonist(KEGG)	EXPERIMENTAL	-	-		GHSR
CHENODEOXYCHOLIC ACID	10133.0	GPBAR1|NR1H4|FPR1	GuideToPharmacologyInteractions	CHENODEOXYCHOLIC ACID	CHENODEOXYCHOLIC ACID	Other	APPROVED	Gastroenterology	-	NR1H4	GPBAR1|FPR1
SK-7068	9799221.0	HDAC1	TTD	SK-7068	SK-7068	Other	EXPERIMENTAL	-	-	HDAC1	
SB-277011	5311096.0	HTR1D|HTR2B|DRD3	GuideToPharmacologyInteractions	SB 277011-A	SB-277011	Other	EXPERIMENTAL	-	-	DRD3	HTR1D|HTR2B
VARDENAFIL HYDROCHLORIDE	135438569.0	PDE5A	ChemblInteractions	VARDENAFIL HYDROCHLORIDE	VARDENAFIL HYDROCHLORIDE	Hydrolases_Inhibitor(KEGG)	APPROVED	Cardiology/Vascular disease	-		PDE5A
